Symbol	Location
GALT	Cytosol
CLDN9	Plasma membrane
NUDT19	Cytosol
NUDT19	Nucleus
TAX1BP3	Cytoskeleton
ZNF90	Nucleus
MEF2B	Cytosol
MEF2B	Nucleus
GANC	Cytosol
ZNF891	Nucleus
SMIM7	Golgi apparatus
FBXO16	Cytosol
FBXO16	Nucleus
FBXO16	Plasma membrane
CPNE1	Nucleus
SH3D21	Nucleus
SH3D21	Plasma membrane
C19orf38	Cytosol
C12orf74	Nucleus
ANG	Mitochondrion
ANG	Nucleus
SOGA3	Cytosol
SOGA3	Nucleus
NEURL1B	Cytosol
HAUS3	Mitochondrion
VSTM5	Endoplasmic Reticulum
AS3MT	Mitochondrion
FAM187A	Cytosol
PLIN5	Cytosol
SEC14L6	Nucleus
SPINK13	Plasma membrane
NOTO	Nucleus
PPME1	Nucleus
STARD10	Cytosol
NUTM2D	Nucleus
CPEB1	Cytosol
CPEB1	Nucleus
EML6	Mitochondrion
ZNF727	Nucleus
ZSWIM8	Cytosol
ZSWIM8	Plasma membrane
ARHGEF33	Cytosol
C12orf71	Cytosol
IFRD2	Nucleus
ZBED1	Cytoskeleton
HNRNPUL2	Nucleus
MTCP1	Nucleus
EVPLL	Nucleus
NPIPA8	Nucleus
ZSWIM7	Cytosol
ARHGEF28	Cytosol
ARHGEF28	Cytoskeleton
LRRC69	Plasma membrane
ISPD	Nucleus
NPIPA7	Nucleus
COL28A1	Cytosol
COL28A1	Nucleus
PHB2	Mitochondrion
GRID2IP	Plasma membrane
UBXN2B	Nucleus
CBWD6	Plasma membrane
MSMP	Cytosol
GOLGA6B	Cytosol
UBE2QL1	Nucleus
GOLGA8B	Golgi apparatus
KCNU1	Plasma membrane
GAGE12G	Plasma membrane
GAGE10	Plasma membrane
DDX3X	Cytosol
MYL5	Nucleus
SCRT2	Nucleus
ZNF407	Nucleus
ZNF407	Plasma membrane
NPEPL1	Nucleus
RPL17-C18orf32	Cytosol
RPL17-C18orf32	Endoplasmic Reticulum
SIAH3	Mitochondrion
GCGR	Golgi apparatus
FAM72D	Cytosol
TNFRSF25	Cytoskeleton
SLC35E2	Nucleus
ZC3H11B	Nucleus
TSTD1	Cytosol
CYB5RL	Nucleus
LACTBL1	Nucleus
ATAD3C	Mitochondrion
IFI30	Cytosol
IGSF23	Nucleus
GAGE12E	Plasma membrane
AC131097.2	Nucleus
CCDC7	Nucleus
SP9	Mitochondrion
SYCE3	Golgi apparatus
SYCE3	Nucleus
CKLF	Cytosol
PAM16	Nucleus
TENM3	Nucleus
CEBPZOS	Nucleus
PAPOLB	Nucleus
ZNF579	Nucleus
CELA3B	Cytosol
CATSPERZ	Nucleus
NBPF1	Nucleus
UMAD1	Nucleus
FAM228B	Golgi apparatus
LINGO3	Mitochondrion
ZGLP1	Nucleus
ZGLP1	Cytosol
EBF2	Nucleus
C6orf226	Nucleus
PPP3R1	Cytosol
PPP3R1	Plasma membrane
FANCG	Cytosol
FANCG	Plasma membrane
C2orf16	Nucleus
ZNF816-ZNF321P	Nucleus
ZBED8	Nucleus
NPTXR	Cytosol
NPTXR	Plasma membrane
PPP2R2A	Cytosol
C19orf73	Cytosol
C19orf73	Nucleus
ZNF880	Nucleus
TRIM16	Cytosol
HEPN1	Golgi apparatus
TIGD1	Mitochondrion
TIGD1	Nucleus
XKR9	Mitochondrion
SLC12A8	Nucleus
APOL6	Nucleus
FADS3	Nucleus
C3orf36	Nucleus
UBA52	Endoplasmic Reticulum
MYBPHL	Cytosol
PPT2	Cytosol
ZNF630	Nucleus
BTBD19	Cytosol
FAM185A	Cytosol
RAB6C	Golgi apparatus
C10orf55	Nucleus
TRIM49D1	Nucleus
CDRT15	Plasma membrane
RFPL4A	Cytoskeleton
RFPL4A	Cytosol
CERS1	Endoplasmic Reticulum
HLA-DPB1	Plasma membrane
CPTP	Cytosol
PRR29	Nucleus
SMIM13	Golgi apparatus
SMIM13	Nucleus
HNRNPA1P48	Nucleus
GAGE12J	Plasma membrane
NPIPA3	Nucleus
NDUFAF8	Mitochondrion
GAGE12H	Plasma membrane
PRRT4	Nucleus
TMEM233	Nucleus
PLEKHM1	Cytosol
MKRN2OS	Golgi apparatus
Z82206.1	Nucleus
ZNF469	Cytosol
MCRIP1	Cytosol
SLC26A6	Cytosol
NOL7	Mitochondrion
C5orf67	Nucleus
NTF4	Golgi apparatus
ELFN1	Plasma membrane
ELFN1	Nucleus
FTCDNL1	Cytosol
TMEM185B	Endoplasmic Reticulum
KIF4B	Cytoskeleton
KIF4B	Nucleus
HSBP1L1	Nucleus
PGAM4	Nucleus
ERVMER34-1	Nucleus
ZNF717	Nucleus
AKR1B15	Cytosol
GAGE12D	Plasma membrane
SCAMP4	Golgi apparatus
SCAMP4	Cytosol
LTB	Cytoskeleton
RD3L	Plasma membrane
POLR2J2	Nucleus
ORM2	Cytosol
C19orf24	Nucleus
NUTM2E	Nucleus
PROB1	Nucleus
DHFR	Mitochondrion
SAPCD1	Cytosol
CT45A5	Nucleus
TSPY3	Cytosol
ANKRD20A8P	Nucleus
RPL41	Endoplasmic Reticulum
RFPL4AL1	Cytoskeleton
RFPL4AL1	Cytosol
ORM1	Cytosol
NKX1-2	Cytosol
TSPY8	Cytosol
ZNF688	Nucleus
PET100	Mitochondrion
FAM90A26	Nucleus
PRPS1L1	Cytosol
ACBD6	Nucleus
ANKRD18B	Nucleus
PPP5D1	Cytosol
MBD3L2	Mitochondrion
AC011005.1	Cytosol
SETSIP	Nucleus
ANKRD63	Mitochondrion
YY2	Nucleus
STMND1	Cytoskeleton
SBK3	Mitochondrion
HLA-DPA1	Cytosol
AL136454.1	Cytosol
AL136454.1	Endoplasmic Reticulum
AL136454.1	Nucleus
PPP1R2B	Nucleus
ZBED9	Nucleus
TMA7	Nucleus
MCTS1	Cytosol
KRTAP25-1	Nucleus
SMIM26	Nucleus
AJM1	Cytosol
AC126755.2	Nucleus
PHGR1	Cytosol
RAB6D	Golgi apparatus
NPIPB7	Nucleus
PIRT	Cytosol
PRR23C	Cytoskeleton
PRR23C	Nucleus
TRIM49D2	Nucleus
TSPY4	Cytosol
HIST1H2BN	Nucleus
RPS28	Cytosol
TRIM26	Cytosol
TRIM26	Nucleus
TMEM229A	Plasma membrane
ZNF879	Nucleus
H2BFS	Nucleus
CCDC188	Nucleus
ZNF736	Nucleus
PINLYP	Cytosol
FAM133B	Nucleus
MCIDAS	Nucleus
JRK	Nucleus
NPIPB2	Nucleus
C19orf81	Cytosol
ANKRD65	Nucleus
ZSCAN31	Nucleus
C12orf75	Cytosol
HGH1	Cytosol
HGH1	Nucleus
PPP1R3E	Cytoskeleton
PPP1R3E	Mitochondrion
RPEL1	Cytosol
NKX1-1	Cytosol
ANKRD34C	Mitochondrion
KIAA0040	Nucleus
PNMA6A	Mitochondrion
ZBTB22	Nucleus
ZBED5	Golgi apparatus
GAGE12F	Plasma membrane
TSPY10	Cytosol
UBE2L5	Cytosol
UBE2L5	Nucleus
ZNF853	Nucleus
ARHGEF38	Nucleus
MBD3L5	Mitochondrion
RGL2	Nucleus
BHMG1	Nucleus
SHISA9	Cytosol
C2orf74	Cytoskeleton
GAGE12C	Plasma membrane
LRRC37A2	Cytosol
TMEM250	Nucleus
KLHL41	Cytosol
STPG4	Nucleus
NME1	Cytosol
TNFSF12	Cytosol
CDRT4	Mitochondrion
APOBEC3G	Cytosol
WBP1	Cytosol
GET4	Nucleus
C1orf226	Nucleus
ADSL	Cytosol
PSMB9	Cytosol
SMKR1	Nucleus
L1TD1	Cytosol
LRRD1	Mitochondrion
KRBOX1	Nucleus
PCDHGC5	Cytosol
ARHGEF25	Cytosol
TMEM189	Endoplasmic Reticulum
RDH14	Nucleus
PLCXD2	Nucleus
MIF	Cytosol
NSUN6	Golgi apparatus
YAE1D1	Cytosol
TDGF1	Cytosol
CRCP	Nucleus
CDRT1	Nucleus
RPL36A	Endoplasmic Reticulum
EGFL8	Cytosol
ARHGAP8	Nucleus
INMT	Golgi apparatus
INMT	Cytosol
ARPC1A	Plasma membrane
PLEKHO2	Cytosol
PLEKHO2	Plasma membrane
C8orf58	Nucleus
PISD	Cytosol
PISD	Golgi apparatus
PI4KA	Nucleus
HYPK	Nucleus
AMACR	Plasma membrane
AMACR	Cytosol
ARHGDIG	Cytosol
ARHGDIG	Plasma membrane
C22orf39	Endoplasmic Reticulum
PEG10	Cytosol
PCDHGC4	Cytosol
HLA-DMB	Cytosol
DECR2	Peroxisome
CNTF	Cytosol
RTL5	Nucleus
AP5Z1	Nucleus
ZNF709	Nucleus
MICAL3	Nucleus
PCDHAC2	Nucleus
PRAF2	Endoplasmic Reticulum
STMP1	Mitochondrion
PALM2	Plasma membrane
C4orf48	Cytosol
IL10RB	Cytosol
CFB	Endoplasmic Reticulum
CFB	Cytosol
ZNF487	Nucleus
WDR92	Nucleus
NME2	Cytosol
CFAP57	Cytosol
NPIPB5	Nucleus
TTC4	Cytoskeleton
TMEM35B	Nucleus
ZNF512	Nucleus
GSTA1	Cytosol
NFS1	Cytosol
DDOST	Endoplasmic Reticulum
GSTA2	Cytosol
TMEM141	Mitochondrion
AL645922.1	Endoplasmic Reticulum
AL645922.1	Cytosol
DBNDD2	Cytosol
DBNDD2	Nucleus
CFHR1	Cytosol
SCARF2	Nucleus
APOBEC3C	Cytoskeleton
CCDC13	Cytoskeleton
ASPRV1	Cytosol
PTCHD4	Cytosol
PTCHD4	Plasma membrane
CRYBB2	Nucleus
N4BP2L2	Nucleus
ZNF585B	Cytosol
ZNF585B	Nucleus
CEBPA	Nucleus
H2AFJ	Nucleus
UBAP1L	Nucleus
ZCCHC3	Cytosol
TWF2	Plasma membrane
USP51	Cytosol
ADH1C	Cytosol
ADH1C	Plasma membrane
TRIM39-RPP21	Cytosol
CDK11B	Nucleus
PCDHAC1	Nucleus
POU5F2	Nucleus
PCP4L1	Mitochondrion
PCP4L1	Nucleus
ABHD14A	Cytosol
TMEM110-MUSTN1	Cytosol
RBM14-RBM4	Nucleus
CCDC153	Cytosol
ACTN3	Cytoskeleton
TNFSF12-TNFSF13	Cytosol
FMN1	Nucleus
ATP5MF-PTCD1	Mitochondrion
PCDHA11	Plasma membrane
PCDHA11	Cytosol
ATP5MGL	Mitochondrion
ZNF286B	Nucleus
ZNF324B	Nucleus
SPATS1	Nucleus
THEGL	Plasma membrane
ZNF564	Golgi apparatus
ECSCR	Plasma membrane
ECSCR	Cytosol
PDCD6	Cytosol
AL355315.1	Plasma membrane
C15orf38-AP3S2	Cytosol
YJEFN3	Mitochondrion
PTTG2	Cytosol
AL669918.1	Endoplasmic Reticulum
AL669918.1	Nucleus
TRMT9B	Nucleus
SMIM20	Cytosol
SMIM20	Nucleus
KIAA1210	Golgi apparatus
KIAA1210	Cytosol
AC004691.2	Plasma membrane
CHCHD10	Mitochondrion
CDK3	Cytosol
CCDC169-SOHLH2	Cytosol
SELENOP	Golgi apparatus
SELENOP	Nucleus
PRODH2	Nucleus
ZNF674	Nucleus
ALG1L2	Endoplasmic Reticulum
SHANK3	Nucleus
SHANK3	Plasma membrane
ZNF550	Cytosol
DCANP1	Nucleus
AC005324.3	Cytosol
PCDHA12	Cytosol
PCDHA12	Plasma membrane
PCDHGA12	Cytosol
AC008560.1	Nucleus
CCDC71L	Cytoskeleton
CCDC71L	Golgi apparatus
PCDHGB6	Plasma membrane
PCDHGB6	Cytosol
C1orf210	Nucleus
SMIM18	Nucleus
PCDHGA5	Plasma membrane
PCDHGA5	Cytosol
NACA2	Cytosol
PCDHGA7	Plasma membrane
PCDHGA7	Cytosol
SLC10A5	Plasma membrane
ATXN7L3B	Nucleus
PCDHGA6	Plasma membrane
PCDHGA6	Cytosol
PCDHGA8	Plasma membrane
PCDHGA8	Cytosol
UTP14C	Nucleus
PCDHGA10	Plasma membrane
PCDHGA11	Plasma membrane
PCDHGB2	Cytosol
PCDHGB2	Plasma membrane
PCDHGB4	Plasma membrane
PCDHGB4	Cytosol
CLDN23	Nucleus
ZNF260	Cytosol
ZNF260	Nucleus
LYN	Golgi apparatus
LYN	Plasma membrane
PINX1	Nucleus
PCDHGB7	Plasma membrane
PCDHGB7	Cytosol
NPIPB11	Nucleus
PCDHGB1	Plasma membrane
PCDHGB1	Cytosol
PCDHGA3	Plasma membrane
PCDHGA3	Cytosol
LRRC24	Cytosol
SIGLEC14	Cytosol
AP002495.1	Nucleus
AP5B1	Nucleus
AP5B1	Cytosol
AL360181.3	Mitochondrion
CSNK2A3	Nucleus
RTL1	Cytosol
FPGT	Cytosol
AL136295.1	Golgi apparatus
AL512785.2	Nucleus
MEX3A	Cytosol
EEF1G	Mitochondrion
SLC22A18AS	Nucleus
NPIPA2	Nucleus
BORCS8	Cytosol
DPP3	Cytosol
BRK1	Nucleus
CHMP1B	Cytoskeleton
CHMP1B	Nucleus
EID3	Nucleus
GLYATL1B	Golgi apparatus
HTD2	Mitochondrion
NANOGP8	Nucleus
FXYD6-FXYD2	Nucleus
FXYD6-FXYD2	Cytosol
EID1	Nucleus
HCAR3	Plasma membrane
EBLN2	Nucleus
AC135050.2	Endoplasmic Reticulum
NPIPB8	Nucleus
NEDD8-MDP1	Nucleus
POLR2M	Nucleus
LY6G6E	Nucleus
FDXACB1	Cytosol
FDXACB1	Nucleus
TRAPPC2B	Endoplasmic Reticulum
TRAPPC2B	Cytosol
DNAAF4	Cytosol
DNAAF4	Plasma membrane
ZNF432	Nucleus
ZNF10	Plasma membrane
ZNF10	Cytosol
SMIM3	Cytosol
ZNF225	Nucleus
AP002748.4	Cytoskeleton
DND1	Mitochondrion
DND1	Nucleus
AL139300.1	Plasma membrane
POLG2	Nucleus
LIMS4	Cytosol
ZNF350	Nucleus
C17orf100	Nucleus
CAPNS2	Cytosol
LIMS3	Cytosol
GPR142	Cytosol
GPR142	Plasma membrane
HP	Cytosol
KIAA1147	Golgi apparatus
LSM14A	Cytosol
NHLRC4	Mitochondrion
ZBED6	Nucleus
FNTB	Cytoskeleton
AC023055.1	Nucleus
ZNF878	Nucleus
RPL36A-HNRNPH2	Cytosol
RPL36A-HNRNPH2	Endoplasmic Reticulum
ZNF625	Mitochondrion
GALNT4	Golgi apparatus
CNPY2	Cytosol
MGAM2	Cytosol
TEN1	Nucleus
MAP1LC3B2	Cytosol
CLEC5A	Cytosol
CLEC5A	Plasma membrane
CHURC1	Cytosol
RTEL1	Nucleus
PDF	Mitochondrion
AL139011.2	Cytosol
AL139011.2	Nucleus
AC005726.1	Plasma membrane
AC005726.1	Cytosol
AP001781.2	Endoplasmic Reticulum
TRIM6-TRIM34	Cytoskeleton
BCL2L2-PABPN1	Nucleus
SYNJ2BP-COX16	Mitochondrion
TRIM34	Cytoskeleton
AC105001.2	Nucleus
CEP95	Nucleus
TMEM179	Mitochondrion
TSPY1	Cytosol
TVP23C-CDRT4	Golgi apparatus
FPGT-TNNI3K	Cytosol
POC1B-GALNT4	Golgi apparatus
NDUFC2-KCTD14	Mitochondrion
SMIM6	Nucleus
AL132780.3	Plasma membrane
ITGB3	Plasma membrane
BUB1B-PAK6	Nucleus
ZHX1-C8orf76	Nucleus
THTPA	Nucleus
RBM15B	Nucleus
TGFBR3L	Cytosol
PMF1-BGLAP	Nucleus
TBC1D3G	Cytosol
AC138811.2	Endoplasmic Reticulum
C16orf95	Endoplasmic Reticulum
KCNJ18	Golgi apparatus
AC012184.2	Nucleus
DUX4	Nucleus
AC092718.3	Cytosol
ANKRD20A1	Nucleus
AC245033.1	Endoplasmic Reticulum
AC026464.4	Cytoskeleton
CCPG1	Golgi apparatus
TMEM178B	Cytosol
EPPK1	Cytoskeleton
ZNF865	Nucleus
BOP1	Nucleus
TUBB8	Cytoskeleton
GAN	Cytoskeleton
C15orf65	Nucleus
SCRT1	Nucleus
HPR	Cytosol
ISY1-RAB43	Nucleus
AC138894.1	Nucleus
PCDHGA9	Plasma membrane
PCDHGA9	Cytosol
MYMX	Cytosol
PCDHGB3	Plasma membrane
PCDHGA4	Plasma membrane
PCDHGA4	Cytosol
SPON1	Cytoskeleton
SPON1	Nucleus
AC139530.2	Mitochondrion
OVCA2	Nucleus
C19orf84	Cytosol
CCNQ	Cytosol
CCNQ	Nucleus
GTF2I	Nucleus
ZNF234	Nucleus
SRSF8	Nucleus
FAM72C	Cytosol
IKBKE	Cytosol
NBPF11	Nucleus
RHEX	Plasma membrane
ANXA8L1	Nucleus
DYNLL2	Cytosol
DYNLL2	Nucleus
OTUD7B	Cytoskeleton
AC138696.1	Nucleus
ANXA8	Nucleus
RBM8A	Nucleus
TIMM23	Mitochondrion
RNF115	Mitochondrion
RNF115	Nucleus
RPL17	Cytosol
RPL17	Endoplasmic Reticulum
ZNF488	Cytosol
ZNF488	Nucleus
TXNIP	Plasma membrane
SRGAP2	Cytosol
BAHCC1	Nucleus
STRADA	Cytosol
NBPF15	Nucleus
NCOA4	Nucleus
MRPS21	Mitochondrion
GDF10	Cytosol
MYO15B	Cytosol
AC011195.2	Cytoskeleton
FXYD1	Cytosol
FXYD1	Nucleus
AARSD1	Cytosol
AARSD1	Nucleus
ZNF850	Nucleus
AC008770.2	Nucleus
AC023509.3	Cytosol
AC023509.3	Nucleus
AC008687.1	Cytosol
S1PR2	Golgi apparatus
AC093155.3	Mitochondrion
CGB1	Cytosol
AC024592.3	Mitochondrion
SMIM22	Nucleus
LIN37	Nucleus
MAGEA9B	Golgi apparatus
MAGEA9B	Nucleus
SSX4	Nucleus
NBPF12	Nucleus
AC008982.1	Mitochondrion
SLC6A14	Cytosol
SMIM17	Cytosol
SSX2B	Nucleus
AC008403.1	Cytosol
AC008403.1	Plasma membrane
FAM231C	Cytoskeleton
AC008878.3	Cytosol
AC008758.5	Nucleus
CT45A1	Nucleus
ERVV-2	Cytosol
SPANXN2	Nucleus
AC003006.1	Nucleus
AC010319.2	Nucleus
CT45A3	Nucleus
MAGIX	Nucleus
IKBKG	Cytosol
ZNF587B	Nucleus
DMRTC1	Nucleus
ERVV-1	Cytosol
AC011455.2	Mitochondrion
AC011455.2	Nucleus
TMEM185A	Endoplasmic Reticulum
CT45A10	Nucleus
AC010422.5	Endoplasmic Reticulum
AC010422.5	Nucleus
ZIM2	Nucleus
NBPF9	Nucleus
SSX4B	Nucleus
AC004754.1	Mitochondrion
COMMD3-BMI1	Nucleus
C7orf55-LUC7L2	Nucleus
BIVM-ERCC5	Nucleus
AC093668.1	Nucleus
NBPF14	Nucleus
TAF15	Nucleus
RPS10-NUDT3	Cytosol
C17orf50	Nucleus
RASL10B	Cytosol
CT45A9	Nucleus
AC240274.1	Nucleus
NBPF19	Nucleus
NBPF10	Nucleus
MMP28	Nucleus
CT45A2	Nucleus
LIX1L	Cytosol
ANKRD34A	Cytosol
HIST2H2AA4	Nucleus
NUDT3	Cytosol
KMT2B	Nucleus
POM121C	Nucleus
CD24	Cytosol
FAM47E-STBD1	Cytosol
FAM47E-STBD1	Plasma membrane
CFAP206	Nucleus
PCDHB16	Plasma membrane
PCDHB16	Cytosol
AC073610.3	Nucleus
DCP1A	Cytosol
NBPF26	Nucleus
AC008695.1	Cytosol
TBC1D3K	Cytosol
FOXD4L6	Nucleus
CWC25	Nucleus
EPOP	Nucleus
ZNHIT3	Mitochondrion
CT45A7	Nucleus
HIST1H2BM	Nucleus
LHX1	Nucleus
HIST1H2BG	Nucleus
USP27X	Cytosol
NOL12	Mitochondrion
NOL12	Nucleus
SOCS7	Cytosol
TBC1D3H	Cytosol
GAGE13	Plasma membrane
CBSL	Cytosol
ADRA2B	Cytosol
HIST1H2BE	Nucleus
ZNF658	Nucleus
TPTE	Cytosol
TBC1D3D	Cytosol
TBC1D3L	Cytosol
RCC1L	Cytosol
RCC1L	Nucleus
RIMBP3B	Plasma membrane
RIMBP3B	Cytosol
TBC1D3	Cytosol
HIST1H2BO	Nucleus
ELOA3D	Nucleus
AC171558.1	Cytoskeleton
TBC1D3B	Cytosol
MAFIP	Cytoskeleton
TBC1D3I	Cytosol
AL139260.3	Nucleus
HIST1H2AH	Nucleus
ZNF280B	Nucleus
MLLT6	Nucleus
PPP4R3B	Nucleus
SYNRG	Cytosol
NUDT18	Nucleus
ZNF2	Cytosol
ZNF2	Plasma membrane
GAGE2E	Plasma membrane
LENG9	Nucleus
HIST1H2AK	Nucleus
PRAG1	Nucleus
FCGBP	Plasma membrane
HNF1B	Nucleus
FP565260.1	Nucleus
C17orf98	Cytoskeleton
ELOA3C	Nucleus
AATF	Nucleus
HIST1H2BH	Nucleus
CCL15	Golgi apparatus
AC091959.3	Nucleus
RIMBP3	Plasma membrane
RIMBP3	Cytosol
ARHGAP23	Nucleus
ARHGAP23	Plasma membrane
TUBGCP5	Cytoskeleton
TUBGCP5	Cytosol
U2AF1L5	Nucleus
PRSS2	Cytosol
TBC1D3F	Cytosol
SIK1B	Nucleus
DUSP14	Cytosol
DUSP14	Nucleus
UHRF1	Nucleus
ORAI1	Cytosol
CRYAA2	Cytosol
ANKRD20A3	Nucleus
PIK3R6	Golgi apparatus
PIK3R6	Nucleus
TADA2A	Nucleus
PIP4K2B	Nucleus
AC004556.1	Mitochondrion
HIST1H2AJ	Nucleus
HIST1H2BB	Nucleus
PCDHGB5	Plasma membrane
PCDHGB5	Cytosol
DACH1	Nucleus
HIST1H2AL	Nucleus
HIST1H2AE	Nucleus
FP565260.3	Cytosol
FP565260.3	Plasma membrane
TYW1B	Nucleus
PIGW	Plasma membrane
AC007325.2	Mitochondrion
HIST1H2BF	Nucleus
PCGF2	Nucleus
SRCIN1	Plasma membrane
MARCKS	Plasma membrane
ZNF670	Nucleus
NEFL	Cytoskeleton
NEFL	Nucleus
FO681492.1	Golgi apparatus
RDM1	Nucleus
DDX52	Nucleus
CT45A8	Nucleus
ZNF8	Nucleus
MYO19	Mitochondrion
CT45A6	Nucleus
TBC1D3C	Cytosol
GGNBP2	Endoplasmic Reticulum
ZNF229	Cytosol
HIST1H2AB	Nucleus
DHRS11	Cytosol
ACACA	Cytosol
HIST1H2BI	Nucleus
TBC1D3E	Cytosol
MRM1	Mitochondrion
ELOA3B	Nucleus
HIST1H2AM	Nucleus
MRPL45	Mitochondrion
AC135068.3	Cytoskeleton
FP565260.6	Mitochondrion
PCDH20	Cytosol
LINC02203	Cytoskeleton
AC104662.2	Cytosol
GIMAP1-GIMAP5	Endoplasmic Reticulum
AL132671.2	Golgi apparatus
AC058822.1	Nucleus
CYP3A7-CYP3A51P	Cytosol
AL031777.3	Nucleus
AC010487.3	Nucleus
AC068631.2	Endoplasmic Reticulum
IQCJ-SCHIP1	Cytosol
ZNF511-PRAP1	Nucleus
TCAF2C	Plasma membrane
EXOC3L2	Cytosol
AC118553.2	Cytosol
AC131160.1	Mitochondrion
AC116366.3	Nucleus
AP001273.2	Nucleus
AC004922.1	Plasma membrane
C2orf81	Nucleus
AC092718.8	Cytosol
EEF1AKMT4	Cytosol
EEF1AKMT4	Nucleus
FAM212B	Cytosol
AL121900.2	Cytosol
AL121900.2	Nucleus
GCSAML-AS1	Plasma membrane
AC091057.5	Cytosol
EEF1AKMT4-ECE2	Cytosol
EEF1AKMT4-ECE2	Nucleus
AP000812.5	Cytoskeleton
AL049629.2	Golgi apparatus
AL049629.2	Cytosol
ARHGAP11B	Cytosol
AL358113.1	Plasma membrane
AL358113.1	Nucleus
AC004593.3	Nucleus
AC008397.2	Cytoskeleton
AC008397.2	Cytosol
AL162417.1	Nucleus
AL035078.4	Endoplasmic Reticulum
Z83844.3	Cytosol
FO393400.1	Cytosol
AC012476.1	Nucleus
AC134980.5	Cytoskeleton
AP000646.1	Cytosol
TSPAN6	Nucleus
SCYL3	Nucleus
GCLC	Cytosol
LAS1L	Cytosol
RAD52	Plasma membrane
LAP3	Cytoskeleton
LAP3	Nucleus
DBNDD1	Cytosol
CASP10	Cytosol
KDM1A	Cytosol
RBM6	Cytosol
VPS50	Plasma membrane
HSPB6	Golgi apparatus
ARHGAP33	Cytoskeleton
ARHGAP33	Cytosol
NDUFAB1	Nucleus
ZMYND10	Cytosol
ST7	Cytosol
SKAP2	Cytosol
MEOX1	Cytosol
REXO5	Endoplasmic Reticulum
SPPL2B	Cytoskeleton
MPO	Nucleus
ZNF195	Cytosol
MYCBP2	Cytosol
OSBPL7	Plasma membrane
MAP3K14	Nucleus
ABCC8	Cytosol
ABCC8	Golgi apparatus
ZNF263	Mitochondrion
ZNF263	Nucleus
AGK	Cytosol
PHTF2	Cytosol
TBXA2R	Nucleus
COX10	Cytosol
COX10	Nucleus
GTF2IRD1	Cytosol
UPP2	Mitochondrion
UPP2	Cytosol
GAS7	Cytoskeleton
MATK	Cytosol
MATK	Mitochondrion
CD79B	Cytosol
CD79B	Nucleus
RPUSD1	Plasma membrane
RPUSD1	Cytosol
RPUSD1	Nucleus
LUC7L	Mitochondrion
TSR3	Golgi apparatus
PIGQ	Nucleus
CRAMP1	Cytosol
CDK11A	Cytosol
TFAP2D	Golgi apparatus
TFAP2D	Cytosol
CYTH3	Nucleus
AASS	Cytosol
PGLYRP1	Nucleus
HEATR5B	Cytosol
SEC62	Cytoskeleton
UBE3C	Plasma membrane
POMT2	Cytosol
PHF7	Golgi apparatus
NISCH	Cytoskeleton
STAB1	Nucleus
SLC6A13	Cytosol
SLC6A13	Nucleus
PRSS3	Endoplasmic Reticulum
HFE	Nucleus
SCMH1	Cytosol
FYN	Cytosol
ELOA	Cytosol
LYPLA2	Nucleus
TSPAN9	Cytosol
ABHD5	Nucleus
MBTD1	Cytosol
RNF216	Nucleus
DPF1	Mitochondrion
LARS2	Nucleus
PIK3C2A	Cytosol
WIZ	Cytoskeleton
MAP4K3	Nucleus
GABRA3	Nucleus
MAP4K5	Plasma membrane
SLC7A14	Nucleus
SLC7A14	Plasma membrane
RNF14	Cytosol
DDX11	Cytoskeleton
HEBP1	Nucleus
POLA2	Cytosol
WAS	Cytosol
STMN4	Cytosol
NUDCD3	Nucleus
ISL1	Mitochondrion
CLCA4	Nucleus
RALBP1	Nucleus
SLC11A1	Nucleus
WWTR1	Cytosol
CXorf56	Cytoskeleton
TTC27	Nucleus
ZNF582	Nucleus
PHLDB1	Mitochondrion
MARCO	Cytosol
CYP24A1	Plasma membrane
ZRANB1	Cytosol
SAMD4A	Cytosol
SPAST	Cytosol
FHL1	Plasma membrane
GABRA1	Nucleus
RNF10	Mitochondrion
ZNF839	Nucleus
GRAMD1B	Cytosol
ALAS1	Nucleus
GLRX2	Cytosol
GCLM	Plasma membrane
UBR2	Plasma membrane
CCDC28A	Nucleus
RRAGD	Cytoskeleton
RRAGD	Cytosol
PHF20	Cytosol
NR1H3	Cytosol
TYMP	Cytosol
KPNA6	Nucleus
FAS	Nucleus
CD44	Golgi apparatus
AGPAT4	Nucleus
AGPAT4	Cytosol
VEZT	Cytosol
IKZF2	Cytosol
GRN	Endosome
ARID4A	Cytosol
ARID4A	Plasma membrane
EIPR1	Cytoskeleton
ALG1	Nucleus
LRRC7	Cytoskeleton
LRRC7	Nucleus
FUT8	Cytosol
FUT8	Nucleus
ATP6V0A1	Nucleus
SLC4A7	Cytosol
EFCAB1	Plasma membrane
DEPDC1B	Cytosol
DEPDC1B	Nucleus
ADSS	Plasma membrane
USP2	Plasma membrane
RPL26L1	Nucleus
MFAP3	Nucleus
HOXC8	Cytoskeleton
CDH1	Golgi apparatus
RAI14	Cytoskeleton
RAI14	Cytosol
PHLPP2	Mitochondrion
PHLPP2	Nucleus
STAU2	Cytosol
RTN4R	Cytoskeleton
RAB27B	Cytosol
THAP3	Mitochondrion
TDP1	Plasma membrane
AIFM2	Plasma membrane
MED17	Cytosol
ADAM28	Mitochondrion
BARX2	Cytosol
BARX2	Golgi apparatus
DCUN1D1	Cytosol
CNTLN	Cytosol
CNTLN	Nucleus
EPHA3	Cytoskeleton
MAGEC2	Cytosol
