symbol	kegg_terms
PLA2G4C	Arachidonic acid metabolism,Choline metabolism in cancer,Ether lipid metabolism,Fc epsilon RI signaling pathway,Fc gamma R-mediated phagocytosis,Glutamatergic synapse,Glycerophospholipid metabolism,GnRH signaling pathway,Inflammatory mediator regulation of TRP channels,Linoleic acid metabolism,Long-term depression,MAPK signaling pathway,Metabolic pathways,Necroptosis,Ovarian steroidogenesis,Oxytocin signaling pathway,Phospholipase D signaling pathway,Platelet activation,Ras signaling pathway,Serotonergic synapse,VEGF signaling pathway,Vascular smooth muscle contraction,alpha-Linolenic acid metabolism
AKR1C3	Arachidonic acid metabolism,Folate biosynthesis,Metabolic pathways,Ovarian steroidogenesis,Steroid hormone biosynthesis
JMJD7-PLA2G4B	Arachidonic acid metabolism,Choline metabolism in cancer,Ether lipid metabolism,Fc epsilon RI signaling pathway,Fc gamma R-mediated phagocytosis,Glutamatergic synapse,Glycerophospholipid metabolism,GnRH signaling pathway,Inflammatory mediator regulation of TRP channels,Linoleic acid metabolism,Long-term depression,MAPK signaling pathway,Metabolic pathways,Necroptosis,Ovarian steroidogenesis,Oxytocin signaling pathway,Phospholipase D signaling pathway,Platelet activation,Ras signaling pathway,Serotonergic synapse,VEGF signaling pathway,Vascular smooth muscle contraction,alpha-Linolenic acid metabolism
CBR3	Arachidonic acid metabolism,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450
CKMT1B	Arginine and proline metabolism,Metabolic pathways
CKMT2	Arginine and proline metabolism,Metabolic pathways
DAO	Arginine and proline metabolism,Arginine and proline metabolism,D-Arginine and D-ornithine metabolism,Glycine serine and threonine metabolism,Histidine metabolism,Metabolic pathways,Metabolic pathways,Peroxisome,Tryptophan metabolism
ALDH2	Arginine and proline metabolism,Ascorbate and aldarate metabolism,Biosynthesis of cofactors,Fatty acid degradation,Glycerolipid metabolism,Glycolysis / Gluconeogenesis,Histidine metabolism,Lysine degradation,Metabolic pathways,Pantothenate and CoA biosynthesis,Pyruvate metabolism,Tryptophan metabolism,Valine leucine and isoleucine degradation,beta-Alanine metabolism
ALDH1B1	Arginine and proline metabolism,Ascorbate and aldarate metabolism,Biosynthesis of cofactors,Fatty acid degradation,Glycerolipid metabolism,Glycolysis / Gluconeogenesis,Histidine metabolism,Lysine degradation,Metabolic pathways,Pantothenate and CoA biosynthesis,Pyruvate metabolism,Tryptophan metabolism,Valine leucine and isoleucine degradation,beta-Alanine metabolism
ALDH3A2	Arginine and proline metabolism,Ascorbate and aldarate metabolism,Biosynthesis of cofactors,Fatty acid degradation,Glycerolipid metabolism,Glycolysis / Gluconeogenesis,Histidine metabolism,Lysine degradation,Metabolic pathways,Pantothenate and CoA biosynthesis,Pyruvate metabolism,Tryptophan metabolism,Valine leucine and isoleucine degradation,beta-Alanine metabolism
AOC1	Arginine and proline metabolism,Histidine metabolism,Metabolic pathways,Tryptophan metabolism
GATM	Arginine and proline metabolism,Glycine serine and threonine metabolism,Metabolic pathways
OAT	Arginine and proline metabolism,Metabolic pathways
ALDH7A1	Arginine and proline metabolism,Ascorbate and aldarate metabolism,Fatty acid degradation,Glycerolipid metabolism,Glycine serine and threonine metabolism,Glycolysis / Gluconeogenesis,Histidine metabolism,Lysine degradation,Metabolic pathways,Pyruvate metabolism,Tryptophan metabolism,Valine leucine and isoleucine degradation,beta-Alanine metabolism
P4HA1	Arginine and proline metabolism,Metabolic pathways
SMOX	Arginine and proline metabolism,Metabolic pathways,beta-Alanine metabolism
SMO	Arginine and proline metabolism,Axon guidance,Basal cell carcinoma,Hedgehog signaling pathway,Metabolic pathways,Pathways in cancer,Proteoglycans in cancer,beta-Alanine metabolism
PRODH	Arginine and proline metabolism,Metabolic pathways
PYCR1	Arginine and proline metabolism,Biosynthesis of amino acids,Metabolic pathways
ALDH18A1	Arginine and proline metabolism,Biosynthesis of amino acids,Metabolic pathways
AGMAT	Arginine and proline metabolism,Metabolic pathways
CNDP1	Arginine and proline metabolism,Histidine metabolism,Metabolic pathways,beta-Alanine metabolism
P4HA2	Arginine and proline metabolism,Metabolic pathways
OTC	Arginine biosynthesis,Biosynthesis of amino acids,Metabolic pathways
CDH2	Arrhythmogenic right ventricular cardiomyopathy,Cell adhesion molecules
DAG1	Arrhythmogenic right ventricular cardiomyopathy,Dilated cardiomyopathy,ECM-receptor interaction,Hypertrophic cardiomyopathy,Viral myocarditis
DMD	Arrhythmogenic right ventricular cardiomyopathy,Dilated cardiomyopathy,Hypertrophic cardiomyopathy,Viral myocarditis
DSC2	Arrhythmogenic right ventricular cardiomyopathy
DSC3	Arrhythmogenic right ventricular cardiomyopathy
DSG2	Arrhythmogenic right ventricular cardiomyopathy
DSP	Arrhythmogenic right ventricular cardiomyopathy,ECM-receptor interaction
EMD	Arrhythmogenic right ventricular cardiomyopathy,Dilated cardiomyopathy,Hypertrophic cardiomyopathy
GJA1	Arrhythmogenic right ventricular cardiomyopathy,Gap junction
ITGA6	Arrhythmogenic right ventricular cardiomyopathy,Cell adhesion molecules,Dilated cardiomyopathy,ECM-receptor interaction,Focal adhesion,Hematopoietic cell lineage,Human papillomavirus infection,Hypertrophic cardiomyopathy,PI3K-Akt signaling pathway,Pathways in cancer,Regulation of actin cytoskeleton,Small cell lung cancer,Toxoplasmosis
ITGA1	Arrhythmogenic right ventricular cardiomyopathy,Dilated cardiomyopathy,ECM-receptor interaction,Focal adhesion,Hematopoietic cell lineage,Human papillomavirus infection,Hypertrophic cardiomyopathy,PI3K-Akt signaling pathway,Regulation of actin cytoskeleton
ITGAV	Arrhythmogenic right ventricular cardiomyopathy,Cell adhesion molecules,Dilated cardiomyopathy,ECM-receptor interaction,Fluid shear stress and atherosclerosis,Focal adhesion,Human cytomegalovirus infection,Human papillomavirus infection,Hypertrophic cardiomyopathy,PI3K-Akt signaling pathway,Pathways in cancer,Phagosome,Proteoglycans in cancer,Regulation of actin cytoskeleton,Small cell lung cancer,Thyroid hormone signaling pathway
ITGB4	Arrhythmogenic right ventricular cardiomyopathy,Dilated cardiomyopathy,ECM-receptor interaction,Focal adhesion,Human papillomavirus infection,Hypertrophic cardiomyopathy,PI3K-Akt signaling pathway,Regulation of actin cytoskeleton
PKP2	Arrhythmogenic right ventricular cardiomyopathy
SGCA	Arrhythmogenic right ventricular cardiomyopathy,Dilated cardiomyopathy,Hypertrophic cardiomyopathy,Viral myocarditis
SGCB	Arrhythmogenic right ventricular cardiomyopathy,Dilated cardiomyopathy,Hypertrophic cardiomyopathy,Viral myocarditis
SGCD	Arrhythmogenic right ventricular cardiomyopathy,Dilated cardiomyopathy,Hypertrophic cardiomyopathy,Viral myocarditis
SGCG	Arrhythmogenic right ventricular cardiomyopathy,Dilated cardiomyopathy,Hypertrophic cardiomyopathy,Viral myocarditis
SCG3	Arrhythmogenic right ventricular cardiomyopathy,Dilated cardiomyopathy,Hypertrophic cardiomyopathy,Viral myocarditis
GUSB	Ascorbate and aldarate metabolism,Biosynthesis of cofactors,Drug metabolism - other enzymes,Glycosaminoglycan degradation,Lysosome,Metabolic pathways,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism
UGT2B28	Ascorbate and aldarate metabolism,Bile secretion,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Retinol metabolism,Steroid hormone biosynthesis
UGT1A10	Ascorbate and aldarate metabolism,Bile secretion,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Retinol metabolism,Steroid hormone biosynthesis
UGT1A1	Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Bile secretion,Bile secretion,Bile secretion,Bile secretion,Bile secretion,Bile secretion,Biosynthesis of cofactors,Biosynthesis of cofactors,Biosynthesis of cofactors,Biosynthesis of cofactors,Biosynthesis of cofactors,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Chemical carcinogenesis - receptor activation,Chemical carcinogenesis - receptor activation,Chemical carcinogenesis - receptor activation,Chemical carcinogenesis - receptor activation,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - cytochrome P450,Drug metabolism - cytochrome P450,Drug metabolism - cytochrome P450,Drug metabolism - cytochrome P450,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Drug metabolism - other enzymes,Drug metabolism - other enzymes,Drug metabolism - other enzymes,Drug metabolism - other enzymes,Drug metabolism - other enzymes,Metabolic pathways,Metabolic pathways,Metabolic pathways,Metabolic pathways,Metabolic pathways,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Metabolism of xenobiotics by cytochrome P450,Metabolism of xenobiotics by cytochrome P450,Metabolism of xenobiotics by cytochrome P450,Metabolism of xenobiotics by cytochrome P450,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Porphyrin and chlorophyll metabolism,Porphyrin and chlorophyll metabolism,Porphyrin and chlorophyll metabolism,Porphyrin and chlorophyll metabolism,Porphyrin and chlorophyll metabolism,Retinol metabolism,Retinol metabolism,Retinol metabolism,Retinol metabolism,Retinol metabolism,Retinol metabolism,Steroid hormone biosynthesis,Steroid hormone biosynthesis,Steroid hormone biosynthesis,Steroid hormone biosynthesis,Steroid hormone biosynthesis,Steroid hormone biosynthesis
UGT1A8	Ascorbate and aldarate metabolism,Bile secretion,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Retinol metabolism,Steroid hormone biosynthesis
UGT1A7	Ascorbate and aldarate metabolism,Bile secretion,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Retinol metabolism,Steroid hormone biosynthesis
UGT1A6	Ascorbate and aldarate metabolism,Bile secretion,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Retinol metabolism,Steroid hormone biosynthesis
UGT1A3	Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Bile secretion,Bile secretion,Biosynthesis of cofactors,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Drug metabolism - other enzymes,Metabolic pathways,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Porphyrin and chlorophyll metabolism,Retinol metabolism,Retinol metabolism,Steroid hormone biosynthesis,Steroid hormone biosynthesis
UGT1A5	Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Bile secretion,Bile secretion,Biosynthesis of cofactors,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Drug metabolism - other enzymes,Metabolic pathways,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Porphyrin and chlorophyll metabolism,Retinol metabolism,Retinol metabolism,Steroid hormone biosynthesis,Steroid hormone biosynthesis
UGT1A9	Ascorbate and aldarate metabolism,Bile secretion,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Retinol metabolism,Steroid hormone biosynthesis
UGT1A4	Ascorbate and aldarate metabolism,Bile secretion,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Retinol metabolism,Steroid hormone biosynthesis
UGT2B4	Ascorbate and aldarate metabolism,Bile secretion,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Retinol metabolism,Steroid hormone biosynthesis
UGT2B7	Ascorbate and aldarate metabolism,Bile secretion,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Retinol metabolism,Steroid hormone biosynthesis
UGT2B10	Ascorbate and aldarate metabolism,Bile secretion,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Retinol metabolism,Steroid hormone biosynthesis
UGT2B15	Ascorbate and aldarate metabolism,Bile secretion,Biosynthesis of cofactors,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - receptor activation,Drug metabolism - cytochrome P450,Drug metabolism - other enzymes,Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Pentose and glucuronate interconversions,Porphyrin and chlorophyll metabolism,Retinol metabolism,Steroid hormone biosynthesis
